composer,era
Robert Hacomplaynt,renaissance
Eton Choirbook,renaissance
John Cornysh,renaissance
William Cornysh,renaissance
Thomas Pack,renaissance
Ritson Manuscript,renaissance
William Corbronde,renaissance
Floruit,renaissance
Robert Fayrfax,renaissance
Richard Davy,renaissance
Eton Choirbook,renaissance
William Cornysh,renaissance
Henry Petyr,renaissance
Richard Sampson,renaissance
Avery Burton,renaissance
Robert Cowper,renaissance
Gyffard partbooks,renaissance
John Norman,renaissance
John Taverner,renaissance
Thomas Ashewell,renaissance
John Strabridge,renaissance
Christopher Hoskins,renaissance
Gyffard partbooks,renaissance
William Monk of Stratford,renaissance
Eton Choirbook,renaissance
John Mason,renaissance
Hugh Aston,renaissance
Richard Bramston,renaissance
Gyffard partbooks,renaissance
Nicholas Ludford,renaissance
Richard Pygott,renaissance
Edmund Sturton,renaissance
Lambeth Choirbook,renaissance
Eton Choirbook,renaissance
John Redford,renaissance
The Mulliner Book,renaissance
Nicholas Huchyn,renaissance
Eton Choirbook,renaissance
Fawkyner,renaissance
Eton Choirbook,renaissance
William Pasche,renaissance
Thomas Appleby,renaissance
John Taverner,renaissance
William Whytbroke,renaissance
Floruit,renaissance
Gyffard partbooks,renaissance
William Rasar,renaissance
Henry VIII of England,renaissance
John Dark,renaissance
Sheryngham,renaissance
Eton Choirbook,renaissance
Robert Jones,renaissance
Thomas Preston,renaissance
Thomas Tallis,renaissance
Hyett,renaissance
John Ensdale,renaissance
John Hake,renaissance
Walter Erly,renaissance
Arthur Chamberlain,renaissance
John Ambrose,renaissance
William Shelby,renaissance
The Mulliner Book,renaissance
Robert Okeland,renaissance
Thomas Tallis,renaissance
Christopher Tye,renaissance
John Wood,renaissance
John Merbecke,renaissance
Osbert Parsley,renaissance
E. Strowger,renaissance
Thomas Knyght,renaissance
Philip Alcocke,renaissance
Gyffard partbooks,renaissance
John Sheppard,renaissance
John Thorne,renaissance
Edward Kyrton,renaissance
John Black,renaissance
Thomas Caustun,renaissance
John Blitheman,renaissance
Richard Wynslate,renaissance
Henry Stenings,renaissance
Richard Allwood,renaissance
Richard Edwardes,renaissance
Hugh Sturmys,renaissance
Peterhouse partbooks,renaissance
Thomas Wright,renaissance
Gyffard partbooks,renaissance
Thomas Whythorne,renaissance
William Mundy,renaissance
John Mundy,renaissance
Gyffard partbooks,renaissance
Robert Parsons,renaissance
John Heath,renaissance
Robert White,renaissance
Clement Woodcock,renaissance
John Cuk,renaissance
William Byrd,renaissance
Richard Hunt,renaissance
Anthony Holborne,renaissance
John Johnson,renaissance
Thomas Woodson,renaissance
John Baldwin,renaissance
John Cosyn,renaissance
Edward Martyn,renaissance
John Northbrooke,renaissance
Picforth,renaissance
Poynt,renaissance
Thomas Oldfield,renaissance
Jehan Oystermayre,renaissance
Francis Cutting,renaissance
William Byrd,renaissance
John Marchant,renaissance
Richard Martin,renaissance
Robert Dowland,renaissance
Thomas Fardyng,renaissance
Edward Collard,renaissance
Edmund Hooper,renaissance
Michael East,renaissance
William Leighton,renaissance
Elway Bevin,renaissance
William Inglot,renaissance
John Mundy,renaissance
William Mundy,renaissance
Thomas Morley,renaissance
Nathaniel Giles,renaissance
Matthew Jeffries,renaissance
Ferdinando Richardson,renaissance
Richard Carlton,renaissance
Richard Allison,renaissance
William Brade,renaissance
William Cobbold,renaissance
James Harding,renaissance
William Byrd,renaissance
Peter Philips,renaissance
Thomas Robinson,renaissance
Robert Hales,renaissance
Robert Dowland,renaissance
John Bull,renaissance
John Dowland,renaissance
Giles Farnaby,renaissance
John Milton,renaissance
John Danyel,renaissance
Samuel Daniel,renaissance
Mallory,renaissance
Michael Cavendish,renaissance
John Farmer,renaissance
George Kirbye,renaissance
William Leighton,renaissance
Leonard Woodson,renaissance
John Hilton (I),renaissance
John Hilton,renaissance
Francis Pilkington,renaissance
Thomas Campion,renaissance
Musique mesurée,renaissance
Edward Gibbons,renaissance
Orlando Gibbons,renaissance
Richard Gibbs,renaissance
Philip Rosseter,renaissance
Tobias Hume,renaissance
Col legno,renaissance
Nicholas Strogers,renaissance
Christ Church Oxford,renaissance
Bodleian manuscript,renaissance
Edward Blancks,renaissance
Thomas Bateson,renaissance
John Cooper,renaissance
Benjamin Cosyn,renaissance
William Tisdale,renaissance
Henry Lichfild,renaissance
John Bull,renaissance
Thomas Lupo,renaissance
John Ward,renaissance
Edward Johnson,renaissance
Michael East,renaissance
The Triumphs of Oriana,renaissance
Daniel Bacheler,renaissance
Martin Peerson,renaissance
Thomas Tomkins,renaissance
Ellis Gibbons,renaissance
Orlando Gibbons,renaissance
John Wilbye,renaissance
John Bartlet,renaissance
John Bennet,renaissance
John Coprario,renaissance
Daniel Farrant,renaissance
Alfonso Ferrabosco the younger,renaissance
Alfonso Ferrabosco the elder,renaissance
William Simmes,renaissance
John Holmes,renaissance
William Holborne,renaissance
Thomas Greaves,renaissance
Thomas Weelkes,renaissance
Richard Sumarte,renaissance
John Maynard,renaissance
Robert Jones,renaissance
John Amner,renaissance
Michael East,renaissance
Thomas East,renaissance
Baruch Bulman,renaissance
Thomas Hunt,renaissance
The Triumphs of Oriana,renaissance
Robert Hall,renaissance
Priscilla Bunbury's Virginal Book,renaissance
John Hampton,renaissance
Eton Choirbook,renaissance
Richard Dering,renaissance
Thomas Ford,renaissance
Richard Nicholson,renaissance
The Triumphs of Oriana,renaissance
Thomas Vautor,renaissance
William Cornysh (I),renaissance
Henry Youll,renaissance
George Handford,renaissance
John Lugg,renaissance
Christ Church Oxford,renaissance
Orlando Gibbons,renaissance
Robert Tailour,renaissance
Thomas Ravenscroft,renaissance
Psalm,renaissance
Thomas Simpson,renaissance
Orlando Gibbons,renaissance
Robert Johnson,renaissance
Charles Coleman,renaissance
William Corkine,renaissance
George Mason,renaissance
John Earsden,renaissance
Walter Rowe,renaissance
John Adson,renaissance
Nicholas Lanier,renaissance
Walter Porter,renaissance
John Tomkins,renaissance
Thomas Tomkins,renaissance
Robert Ramsey,renaissance
Richard Mico,renaissance
British Museum,renaissance
Robert Dowland,renaissance
John Dowland,renaissance
John Jenkins,renaissance
Henry Lawes,renaissance
John Wilson,renaissance
John Hilton the younger,renaissance
Simon Ives,renaissance
William Lawes,renaissance
Christopher Simpson,renaissance
William Child,renaissance
George Jeffreys,renaissance
William Young,renaissance
John Lloyd,renaissance
Mass,renaissance
Philip ap Rhys,renaissance
Robert Johnson,renaissance
Robert Carver,renaissance
John Angus,renaissance
Robert Douglas,renaissance
Orlande de Lassus,renaissance
David Peebles,renaissance
William Kinloch,renaissance
## Transition form Renaissance to Baroque (born 1500 - 49),renaissance to baroque
Philippe de Monte,renaissance to baroque
Baldassare Donato,renaissance to baroque
Costanzo Porta,renaissance to baroque
Jiří Rychnovský,renaissance to baroque
Guillaume Costeley,renaissance to baroque
Fabritio Caroso,renaissance to baroque
Mateo Flecha the Younger,renaissance to baroque
Gianmatteo Asola,renaissance to baroque
Claudio Merulo,renaissance to baroque
Francesco Soto de Langa,renaissance to baroque
Rocco Rodio,renaissance to baroque
Mikołaj Gomółka,renaissance to baroque
Cesare Negri,renaissance to baroque
Johannes Matelart,renaissance to baroque
Stefano Felis,renaissance to baroque
William Byrd,renaissance to baroque
Matthäus Waissel,renaissance to baroque
Giovanni Ferretti,renaissance to baroque
Tiburzio Massaino,renaissance to baroque
Hernando de Cabezón,renaissance to baroque
Gioseffo Guami,renaissance to baroque
Giovanni Maria Nanino,renaissance to baroque
Francesco Guami,renaissance to baroque
Anthony Holborne,renaissance to baroque
Luzzasco Luzzaschi,renaissance to baroque
Jakub Polak,renaissance to baroque
Ginés de Boluda,renaissance to baroque
Manuel Mendes,renaissance to baroque
Francesco Soriano,renaissance to baroque
Tomás Luis de Victoria,renaissance to baroque
Eustache Du Caurroy,renaissance to baroque
Bernardo Clavijo del Castillo,renaissance to baroque
Charles Tessier,renaissance to baroque
Thomas Mancinus,renaissance to baroque
Ippolito Baccusi,renaissance to baroque
Emilio de' Cavalieri,renaissance to baroque
Cesario Gussago,renaissance to baroque
Pomponio Nenna,renaissance to baroque
Riccardo Rognoni,renaissance to baroque
David Sacerdote,renaissance to baroque
Ruggiero Trofeo,renaissance to baroque
Orazio Vecchi,renaissance to baroque
Tomasz Szadek,renaissance to baroque
Krzysztof Klabon,renaissance to baroque
Gregory,renaissance to baroque
Pedro de Cristo,renaissance to baroque
Vicente Espinel,renaissance to baroque
Juan Navarro,renaissance to baroque
Ambrosio Cotes,renaissance to baroque
Sebastián Raval,renaissance to baroque
Jan Trojan Turnovský,renaissance to baroque
Pavel Spongopaeus Jistebnický,renaissance to baroque
Giulio Caccini,renaissance to baroque
Benedetto Pallavicino,renaissance to baroque
Girolamo Belli,renaissance to baroque
Edmund Hooper,renaissance to baroque
Johannes Eccard,renaissance to baroque
Leonhard Lechner,renaissance to baroque
Elway Bevin,renaissance to baroque
William Inglot,renaissance to baroque
Emmanuel Adriaenssen,renaissance to baroque
Cosimo Bottegari,renaissance to baroque
Girolamo Diruta,renaissance to baroque
Giovanni Giacomo Gastoldi,renaissance to baroque
Giovanni Gabrieli,renaissance to baroque
John Mundy,renaissance to baroque
Jacques Champion Sieur de la Chapelle,renaissance to baroque
Gabriele Villani,renaissance to baroque
Manuel Rodrigues Coelho,renaissance to baroque
Paolo Quagliati,renaissance to baroque
Alonso Lobo,renaissance to baroque
Johannes Nucius,renaissance to baroque
Thomas Morley,renaissance to baroque
Carolus Luython,renaissance to baroque
Jacques Mauduit,renaissance to baroque
Giovanni Croce,renaissance to baroque
Alfonso Fontanelli,renaissance to baroque
Wojciech Długoraj,renaissance to baroque
Nathaniel Giles,renaissance to baroque
Matthew Jeffries,renaissance to baroque
Ferdinando Richardson,renaissance to baroque
Richard Carlton,renaissance to baroque
Philippus Schoendorff,renaissance to baroque
Giovanni Bassano,renaissance to baroque
Scipione Stella,renaissance to baroque
Richard Allison,renaissance to baroque
Felice Anerio,renaissance to baroque
Giulio Belli,renaissance to baroque
William Brade,renaissance to baroque
William Cobbold,renaissance to baroque
James Harding,renaissance to baroque
Diomedes Cato,renaissance to baroque
Camillo Lambardi,renaissance to baroque
Giovanni Bernardino Nanino,renaissance to baroque
Peter Philips,renaissance to baroque
Hieronymus Praetorius,renaissance to baroque
August Nörmiger,renaissance to baroque
Thomas Robinson,renaissance to baroque
Lodovico Grossi da Viadana,renaissance to baroque
Scipione Dentice,renaissance to baroque
Carlo Gesualdo,renaissance to baroque
Ruggiero Giovannelli,renaissance to baroque
Antonio II Verso,renaissance to baroque
Leone Leoni,renaissance to baroque
Petrus de Drusina,renaissance to baroque
Juan Esquivel Barahona,renaissance to baroque
Elias Mertel,renaissance to baroque
Sebastian Aguilera de Heredia,renaissance to baroque
Jacopo Peri,renaissance to baroque
Francesco Usper or Francesco Sponga,renaissance to baroque
John Bull,renaissance to baroque
Jan Pieterszoon Sweelinck,renaissance to baroque
Andreas Raselius,renaissance to baroque
Jean Titelouze,renaissance to baroque
John Dowland,renaissance to baroque
Giles Farnaby,renaissance to baroque
John Milton,renaissance to baroque
Cornelis Verdonck,renaissance to baroque
John Danyel,renaissance to baroque
Hans Leo Hassler,renaissance to baroque
Kryštof Harant z Polžic a Bezdružic,renaissance to baroque
Giulio Cesare Martinengo,renaissance to baroque
John Hilton,renaissance to baroque
Michael Cavendish,renaissance to baroque
John Farmer,renaissance to baroque
George Kirbye,renaissance to baroque
William Leighton,renaissance to baroque
Leonard Woodson,renaissance to baroque
Gregor Aichinger,renaissance to baroque
Duarte Lobo,renaissance to baroque
Erasmo Marotta,renaissance to baroque
Ascanio Mayone,renaissance to baroque
Giovanni Pietro Flaccomio,renaissance to baroque
Simone Molinaro,renaissance to baroque
Francis Pilkington,renaissance to baroque
Manuel Cardoso,renaissance to baroque
Gaspar Fernandes or Fernández,renaissance to baroque
Alessandro Piccinini,renaissance to baroque
Lucia Quinciani,renaissance to baroque
Giovanni Francesco Anerio,renaissance to baroque
Thomas Campion,renaissance to baroque
Christoph Demantius,renaissance to baroque
Jean-Baptiste Besard,renaissance to baroque
Nicolas Formé,renaissance to baroque
Girolamo Giacobbi,renaissance to baroque
Joachim van den Hove,renaissance to baroque
René Mesangeau,renaissance to baroque
Lorenzo Allegri,renaissance to baroque
Giovanni Francesco Anerio,renaissance to baroque
Claudio Monteverdi,renaissance to baroque
Edward Gibbons,renaissance to baroque
Richard Gibbs,renaissance to baroque
Philip Rosseter,renaissance to baroque
Adriano Banchieri,renaissance to baroque
Bartolomeo Barbarino,renaissance to baroque
Joan Baptista Comes,renaissance to baroque
Christian Erbach,renaissance to baroque
Tobias Hume,renaissance to baroque
Ottavio Vernizzi,renaissance to baroque
"Orazio Bassani ""Orazio della Viola""",renaissance to baroque
Thomas Bateson,renaissance to baroque
Benjamin Cosyn,renaissance to baroque
Giovanni Paolo Cima,renaissance to baroque
Peeter Cornet,renaissance to baroque
Pierre Guédron,renaissance to baroque
Paul Peuerl,renaissance to baroque
Joan Pau Pujol,renaissance to baroque
Salamone Rossi,renaissance to baroque
Girolamo Bartei,renaissance to baroque
Claudia Sessa,renaissance to baroque
Giovanni Battista Fontana,renaissance to baroque
Thomas Lupo,renaissance to baroque
Filipe de Magalhães,renaissance to baroque
Giovanni Picchi,renaissance to baroque
Michael Praetorius,renaissance to baroque
John Ward,renaissance to baroque
Edward Johnson,renaissance to baroque
Daniel Bacheler,renaissance to baroque
Martin Peerson,renaissance to baroque
Thomas Tomkins,renaissance to baroque
Moritz von Hessen-Kassel,renaissance to baroque
Erasmus Widmann,renaissance to baroque
Salvatore Sacco,renaissance to baroque
Ellis Gibbons,renaissance to baroque
Géry de Ghersem,renaissance to baroque
Cesarina Ricci de Tingoli,renaissance to baroque
Claudio Pari,renaissance to baroque
Francesco Rasi,renaissance to baroque
John Wilbye,renaissance to baroque
Andreas Hakenberger,renaissance to baroque
John Bennet,renaissance to baroque
Vittoria Aleotti,renaissance to baroque
Abundio Antonelli,renaissance to baroque
Robert Ballard,renaissance to baroque
Estêvão de Brito,renaissance to baroque
John Coprario or John Cooper,renaissance to baroque
Ignazio Donati,renaissance to baroque
Daniel Farrant,renaissance to baroque
Alfonso Ferrabosco the younger,renaissance to baroque
Michelagnolo Galilei,renaissance to baroque
Ennemond Gaultier le Vieux Gaultier,renaissance to baroque
Johann Groh?,renaissance to baroque
Léonard de Hodémont,renaissance to baroque
Esteban López Morago or Estêvão Lopes Morago,renaissance to baroque
Giovanni Priuli,renaissance to baroque
Mateo Romero or Mathieu Rosmarin,renaissance to baroque
William Simmes,renaissance to baroque
Giovanni Maria Trabaci,renaissance to baroque
Thomas Weelkes,renaissance to baroque
John Maynard,renaissance to baroque
Robert Jones,renaissance to baroque
Stefano Bernardi,renaissance to baroque
Antonio Brunelli,renaissance to baroque
Sulpitia Cesis,renaissance to baroque
Agostino Agazzari,renaissance to baroque
John Amner,renaissance to baroque
Melchior Franck,renaissance to baroque
Adriana Basile,renaissance to baroque
Domenico Brunetti,renaissance to baroque
Andrea Cima or Giovanni Andrea Cima,renaissance to baroque
Jacques Cordier,renaissance to baroque
Richard Dering,renaissance to baroque
Michael East,renaissance to baroque
Thomas Ford,renaissance to baroque
John Lugg,renaissance to baroque
Johannes Hieronymus Kapsberger or Giovanni Girolamo Kapsperger,renaissance to baroque
Johann Stobäus,renaissance to baroque
Vincenzo Ugolini,renaissance to baroque
Bellerofonte Castaldi,renaissance to baroque
Johannes Jeep,renaissance to baroque
Johann Staden,renaissance to baroque
Gregorio Allegri,renaissance to baroque
Severo Bonini,renaissance to baroque
Marco da Gagliano,renaissance to baroque
Sigismondo d'India,renaissance to baroque
Thomas Ravenscroft,renaissance to baroque
Thomas Simpson,renaissance to baroque
Giovanni Valentini,renaissance to baroque
Paolo Agostino or Agostini,renaissance to baroque
Girolamo Frescobaldi,renaissance to baroque
Orlando Gibbons,renaissance to baroque
Robert Johnson,renaissance to baroque
Johann Daniel Mylius,renaissance to baroque
Mogens Pedersøn,renaissance to baroque
Nicolas Vallet,renaissance to baroque
Michael Altenburg,renaissance to baroque
Antonio Cifra,renaissance to baroque
Francisco Correa de Arauxo,renaissance to baroque
Daniel Friderici,renaissance to baroque
Walter Rowe?,renaissance to baroque
Louis Constantin,renaissance to baroque
Nicolò Corradini,renaissance to baroque
Andrea Falconieri,renaissance to baroque
Johann Grabbe,renaissance to baroque
Peter Hasse,renaissance to baroque
Heinrich Schütz,renaissance to baroque
Francesco Rognoni,renaissance to baroque
Domenico Allegri,renaissance to baroque
Antoine Boësset Sieur de Villedieu,renaissance to baroque
Alessandro Grandi,renaissance to baroque
Stefano Landi,renaissance to baroque
Jacob Praetorius,renaissance to baroque
Claudio Saracini,renaissance to baroque
Johann Schein,renaissance to baroque
Paul Siefert,renaissance to baroque
John Adson,renaissance to baroque
Francesca Caccini,renaissance to baroque
Ivan Lukačić,renaissance to baroque
Samuel Scheidt,renaissance to baroque
Guillaume Bouzignac,renaissance to baroque
